State,Month,Region_Type,ANC_Registered,Adult_Death_TB,Adult_Suicide,C_Section,Child_Diarrhoea,Child_Malaria,Child_TB,Condoms_Distributed,Early_Breastfeeding,Immunization_MR,Infant_Death_Sepsis,Institutional_Delivery,Low_Birth_Weight,Maternal_Death_Bleeding,PW_Hypertension,Severe_Anaemia_Treated
Nagaland,July,Urban,941.0,2.0,0.0,117.0,130.0,1.0,2.0,4246.0,143.0,261.0,0.0,223.0,23.0,0.0,6.0,14.0
Nagaland,June,Rural,2576.0,3.0,0.0,93.0,378.0,0.0,13.0,5526.0,1134.0,1305.0,1.0,968.0,37.0,0.0,25.0,5.0
Nagaland,June,Urban,867.0,1.0,0.0,111.0,111.0,0.0,1.0,4442.0,131.0,234.0,1.0,210.0,20.0,0.0,9.0,2.0
Nagaland,March,Rural,2257.0,3.0,0.0,119.0,265.0,0.0,0.0,4129.0,839.0,1092.0,0.0,974.0,28.0,2.0,51.0,6.0
Nagaland,March,Urban,541.0,2.0,0.0,112.0,30.0,0.0,0.0,1592.0,167.0,142.0,0.0,267.0,27.0,1.0,17.0,4.0
Nagaland,May,Rural,2623.0,1.0,0.0,134.0,359.0,0.0,6.0,5237.0,1026.0,1203.0,0.0,990.0,51.0,0.0,42.0,9.0
Nagaland,May,Urban,902.0,3.0,1.0,91.0,49.0,0.0,1.0,4503.0,114.0,192.0,0.0,181.0,17.0,0.0,16.0,7.0
Nagaland,November,Rural,2281.0,3.0,0.0,173.0,247.0,0.0,4.0,5460.0,1332.0,1267.0,1.0,1248.0,30.0,0.0,55.0,3.0
Nagaland,November,Urban,723.0,1.0,0.0,123.0,45.0,0.0,2.0,3892.0,194.0,225.0,1.0,293.0,30.0,0.0,6.0,8.0
Nagaland,October,Rural,2417.0,2.0,0.0,181.0,241.0,1.0,9.0,5892.0,1416.0,1354.0,0.0,1407.0,74.0,0.0,37.0,9.0
Nagaland,October,Urban,889.0,4.0,0.0,172.0,106.0,0.0,4.0,3633.0,257.0,255.0,1.0,374.0,34.0,0.0,15.0,12.0
Nagaland,September,Rural,2568.0,0.0,0.0,207.0,318.0,4.0,2.0,5595.0,1456.0,1526.0,4.0,1482.0,52.0,1.0,34.0,4.0
Nagaland,September,Urban,912.0,2.0,0.0,150.0,34.0,0.0,1.0,3459.0,253.0,249.0,1.0,366.0,32.0,0.0,5.0,5.0
Odisha,April,Rural,56813.0,70.0,103.0,11335.0,13482.0,894.0,58.0,536556.0,49212.0,46032.0,58.0,51224.0,9414.0,9.0,973.0,976.0
Odisha,April,Urban,4435.0,5.0,5.0,234.0,425.0,1.0,1.0,27001.0,874.0,3817.0,7.0,868.0,165.0,0.0,78.0,49.0
Odisha,August,Rural,54236.0,96.0,96.0,12391.0,17250.0,1868.0,49.0,870604.0,48709.0,59489.0,78.0,51549.0,9730.0,3.0,745.0,1173.0
Odisha,August,Urban,4505.0,3.0,11.0,282.0,346.0,6.0,0.0,48685.0,908.0,4796.0,17.0,895.0,165.0,0.0,87.0,82.0
Odisha,December,Rural,51719.0,78.0,61.0,13096.0,11453.0,1272.0,98.0,631031.0,55252.0,48461.0,127.0,57505.0,10823.0,2.0,932.0,1025.0
Odisha,December,Urban,4560.0,6.0,2.0,284.0,327.0,0.0,0.0,48516.0,1005.0,4205.0,15.0,980.0,172.0,0.0,39.0,45.0
Odisha,February,Rural,57972.0,70.0,89.0,10332.0,14749.0,888.0,18.0,667683.0,42303.0,59063.0,87.0,43993.0,8031.0,1.0,865.0,888.0
Odisha,February,Urban,5125.0,0.0,9.0,222.0,344.0,2.0,1.0,46267.0,664.0,4624.0,23.0,692.0,126.0,0.0,40.0,32.0
Odisha,January,Rural,53132.0,79.0,63.0,11773.0,13308.0,955.0,22.0,634719.0,50995.0,58475.0,123.0,52395.0,9899.0,5.0,876.0,1138.0
Odisha,January,Urban,4445.0,2.0,5.0,268.0,298.0,2.0,0.0,51836.0,855.0,4539.0,25.0,854.0,165.0,0.0,34.0,33.0
Odisha,July,Rural,56605.0,86.0,123.0,11599.0,19426.0,1699.0,24.0,1520337.0,46466.0,53689.0,58.0,48650.0,9213.0,5.0,826.0,999.0
Odisha,July,Urban,4475.0,3.0,9.0,259.0,584.0,6.0,0.0,80668.0,856.0,4615.0,14.0,838.0,148.0,0.0,88.0,75.0
Odisha,June,Rural,64149.0,89.0,100.0,11164.0,15712.0,781.0,65.0,677192.0,45364.0,54507.0,74.0,48089.0,8926.0,12.0,906.0,959.0
Odisha,June,Urban,4769.0,4.0,10.0,238.0,443.0,1.0,0.0,28844.0,826.0,4410.0,8.0,810.0,165.0,0.0,118.0,77.0
Odisha,March,Rural,53047.0,62.0,126.0,10815.0,15504.0,1033.0,28.0,634225.0,44734.0,52037.0,66.0,45955.0,8975.0,4.0,736.0,810.0
Odisha,March,Urban,4608.0,2.0,5.0,236.0,319.0,0.0,0.0,46798.0,728.0,3805.0,23.0,713.0,163.0,0.0,44.0,21.0
Odisha,May,Rural,57525.0,115.0,86.0,12322.0,13939.0,975.0,22.0,600281.0,50709.0,46358.0,64.0,53037.0,9801.0,6.0,960.0,953.0
Odisha,May,Urban,4337.0,1.0,10.0,261.0,333.0,0.0,0.0,26366.0,682.0,3519.0,11.0,883.0,133.0,0.0,94.0,71.0
Odisha,November,Rural,58664.0,72.0,96.0,12488.0,11172.0,1497.0,28.0,600871.0,53975.0,46055.0,72.0,56187.0,10625.0,1.0,956.0,1078.0
Odisha,November,Urban,4545.0,2.0,5.0,298.0,349.0,1.0,1.0,39329.0,1026.0,3971.0,13.0,1013.0,195.0,0.0,22.0,50.0
Odisha,October,Rural,52976.0,89.0,110.0,12553.0,12784.0,1465.0,73.0,586034.0,51758.0,49561.0,100.0,54375.0,10748.0,5.0,786.0,973.0
Odisha,October,Urban,4119.0,2.0,10.0,295.0,409.0,0.0,1.0,35296.0,1027.0,4172.0,8.0,1010.0,196.0,0.0,18.0,61.0
Odisha,September,Rural,50858.0,75.0,90.0,11613.0,13960.0,1460.0,55.0,642062.0,48359.0,51187.0,129.0,50465.0,9804.0,0.0,784.0,1128.0
Odisha,September,Urban,3883.0,5.0,3.0,287.0,437.0,1.0,1.0,36806.0,963.0,4217.0,19.0,940.0,112.0,0.0,85.0,65.0
Puducherry,April,Rural,2484.0,2.0,2.0,405.0,488.0,0.0,0.0,33308.0,892.0,351.0,1.0,994.0,141.0,0.0,91.0,2.0
Puducherry,April,Urban,6865.0,3.0,2.0,668.0,176.0,0.0,4.0,47137.0,1368.0,737.0,4.0,2275.0,367.0,0.0,124.0,177.0
Puducherry,August,Rural,2107.0,0.0,3.0,504.0,877.0,0.0,0.0,40244.0,1183.0,596.0,0.0,1189.0,167.0,0.0,56.0,15.0
Puducherry,August,Urban,7175.0,3.0,4.0,793.0,301.0,0.0,4.0,52873.0,1726.0,959.0,10.0,2727.0,340.0,0.0,150.0,146.0
Puducherry,December,Rural,2063.0,4.0,2.0,454.0,594.0,0.0,0.0,35428.0,865.0,340.0,1.0,1027.0,131.0,0.0,41.0,6.0
Puducherry,December,Urban,5239.0,0.0,1.0,685.0,200.0,0.0,2.0,49977.0,1629.0,578.0,0.0,2453.0,341.0,0.0,139.0,73.0
Puducherry,February,Rural,2352.0,0.0,3.0,334.0,597.0,1.0,0.0,34034.0,635.0,482.0,2.0,677.0,75.0,0.0,83.0,6.0
Puducherry,February,Urban,4999.0,0.0,3.0,512.0,163.0,0.0,0.0,49370.0,1066.0,747.0,0.0,1800.0,197.0,0.0,150.0,91.0
Puducherry,January,Rural,2334.0,1.0,3.0,399.0,583.0,0.0,0.0,33001.0,771.0,491.0,0.0,856.0,111.0,0.0,63.0,13.0
Puducherry,January,Urban,5245.0,0.0,0.0,582.0,208.0,0.0,4.0,51202.0,1441.0,786.0,0.0,2267.0,411.0,0.0,171.0,98.0
Puducherry,July,Rural,2432.0,0.0,3.0,507.0,747.0,0.0,1.0,43548.0,1140.0,531.0,1.0,1206.0,148.0,0.0,49.0,19.0
Puducherry,July,Urban,7679.0,5.0,4.0,693.0,276.0,0.0,4.0,52865.0,1649.0,871.0,12.0,2664.0,430.0,0.0,207.0,171.0
Puducherry,June,Rural,2369.0,0.0,4.0,521.0,606.0,1.0,1.0,36313.0,1158.0,477.0,0.0,1241.0,164.0,0.0,65.0,10.0
Puducherry,June,Urban,5425.0,2.0,2.0,692.0,218.0,0.0,3.0,48780.0,1690.0,810.0,15.0,2644.0,392.0,0.0,185.0,187.0
Puducherry,March,Rural,2012.0,0.0,2.0,340.0,563.0,0.0,1.0,33391.0,719.0,470.0,0.0,771.0,98.0,0.0,41.0,7.0
Puducherry,March,Urban,3653.0,0.0,2.0,458.0,196.0,0.0,2.0,49470.0,1009.0,671.0,0.0,1758.0,184.0,0.0,5.0,54.0
Puducherry,May,Rural,2670.0,0.0,4.0,490.0,748.0,0.0,0.0,34785.0,1237.0,553.0,0.0,1319.0,193.0,0.0,86.0,0.0
Puducherry,May,Urban,7613.0,7.0,5.0,748.0,246.0,0.0,9.0,50015.0,1757.0,869.0,7.0,2771.0,330.0,0.0,205.0,198.0
Puducherry,November,Rural,2122.0,1.0,4.0,611.0,570.0,2.0,0.0,40196.0,1308.0,395.0,0.0,1330.0,183.0,0.0,49.0,9.0
Puducherry,November,Urban,5799.0,2.0,2.0,716.0,237.0,0.0,2.0,47416.0,1811.0,645.0,0.0,2839.0,419.0,0.0,192.0,102.0
Puducherry,October,Rural,1869.0,0.0,9.0,609.0,560.0,8.0,0.0,37010.0,1379.0,471.0,0.0,1401.0,217.0,0.0,62.0,9.0
Puducherry,October,Urban,5212.0,2.0,1.0,774.0,255.0,0.0,4.0,53925.0,1955.0,739.0,6.0,2972.0,386.0,0.0,204.0,105.0
Puducherry,September,Rural,1878.0,1.0,4.0,545.0,585.0,0.0,3.0,37215.0,1263.0,492.0,2.0,1277.0,171.0,0.0,65.0,9.0
Puducherry,September,Urban,7318.0,5.0,1.0,719.0,210.0,0.0,5.0,54798.0,1604.0,802.0,15.0,2717.0,474.0,0.0,154.0,177.0
Punjab,April,Rural,32168.0,117.0,136.0,5613.0,2124.0,5.0,21.0,1505536.0,12640.0,21523.0,3.0,15722.0,1200.0,1.0,656.0,690.0
Punjab,April,Urban,10003.0,10.0,12.0,3085.0,1342.0,0.0,16.0,382016.0,5450.0,8233.0,2.0,7001.0,291.0,0.0,148.0,136.0
Punjab,August,Rural,25030.0,97.0,134.0,8604.0,3195.0,19.0,14.0,1373581.0,20898.0,27608.0,11.0,25822.0,2441.0,4.0,507.0,793.0
Punjab,August,Urban,9063.0,10.0,8.0,4895.0,1600.0,0.0,13.0,406979.0,7852.0,8963.0,1.0,10514.0,499.0,0.0,181.0,120.0
Punjab,December,Rural,22106.0,90.0,74.0,8769.0,1474.0,2.0,17.0,1488679.0,20308.0,21063.0,13.0,24799.0,2440.0,1.0,650.0,345.0
Punjab,December,Urban,8299.0,12.0,9.0,5166.0,685.0,0.0,11.0,422784.0,8180.0,7973.0,7.0,10668.0,478.0,0.0,220.0,105.0
Punjab,February,Rural,32757.0,94.0,100.0,7270.0,2222.0,3.0,8.0,1580973.0,16567.0,21132.0,9.0,19697.0,1791.0,2.0,654.0,604.0
Punjab,February,Urban,10450.0,12.0,12.0,4357.0,910.0,0.0,19.0,376138.0,7524.0,8068.0,2.0,8969.0,295.0,0.0,145.0,109.0
Punjab,January,Rural,30472.0,98.0,80.0,8880.0,2406.0,1.0,21.0,1521056.0,19795.0,20570.0,4.0,24043.0,1873.0,2.0,682.0,461.0
Punjab,January,Urban,10302.0,14.0,8.0,5501.0,664.0,0.0,10.0,404543.0,8618.0,8270.0,0.0,10369.0,358.0,0.0,211.0,118.0
Punjab,July,Rural,30032.0,88.0,152.0,8360.0,3981.0,5.0,9.0,1419413.0,18582.0,29498.0,2.0,23080.0,2100.0,7.0,549.0,810.0
Punjab,July,Urban,10131.0,6.0,11.0,4591.0,3100.0,2.0,10.0,436132.0,7967.0,9815.0,0.0,9868.0,436.0,0.0,104.0,153.0
Punjab,June,Rural,28778.0,96.0,125.0,6331.0,3194.0,12.0,11.0,1424803.0,13739.0,27526.0,30.0,17493.0,1674.0,2.0,491.0,768.0
Punjab,June,Urban,9314.0,6.0,14.0,3708.0,1673.0,1.0,14.0,406669.0,6479.0,8783.0,0.0,7924.0,320.0,0.0,132.0,140.0
Punjab,March,Rural,28868.0,72.0,96.0,6857.0,1421.0,2.0,9.0,1524083.0,15412.0,15346.0,6.0,18381.0,1545.0,0.0,404.0,491.0
Punjab,March,Urban,8406.0,8.0,14.0,3854.0,838.0,2.0,6.0,345632.0,6661.0,6122.0,1.0,7897.0,220.0,0.0,118.0,86.0
Punjab,May,Rural,31829.0,87.0,154.0,5794.0,3140.0,5.0,29.0,1459818.0,13104.0,26761.0,2.0,16183.0,1525.0,2.0,613.0,687.0
Punjab,May,Urban,10270.0,18.0,15.0,3520.0,1864.0,1.0,16.0,417322.0,6086.0,9562.0,0.0,7462.0,317.0,0.0,122.0,164.0
Punjab,November,Rural,21559.0,93.0,106.0,8830.0,1623.0,7.0,24.0,1435884.0,20645.0,26623.0,7.0,24836.0,2615.0,3.0,519.0,387.0
Punjab,November,Urban,8454.0,14.0,5.0,4961.0,838.0,0.0,5.0,413402.0,8596.0,9049.0,2.0,10549.0,420.0,0.0,178.0,117.0
Punjab,October,Rural,20410.0,75.0,108.0,9236.0,2464.0,16.0,19.0,1470577.0,21627.0,26939.0,5.0,25670.0,2511.0,4.0,479.0,523.0
Punjab,October,Urban,8053.0,23.0,7.0,5079.0,637.0,0.0,15.0,441010.0,8303.0,9439.0,2.0,10328.0,485.0,1.0,180.0,103.0
Punjab,September,Rural,22414.0,116.0,118.0,8870.0,2712.0,18.0,14.0,1447464.0,20993.0,26344.0,5.0,25708.0,2381.0,4.0,485.0,672.0
Punjab,September,Urban,9189.0,13.0,5.0,4770.0,926.0,0.0,8.0,435425.0,8203.0,9451.0,0.0,10704.0,483.0,1.0,212.0,151.0
Rajasthan,April,Rural,123411.0,160.0,161.0,2987.0,23945.0,587.0,165.0,2409738.0,50089.0,42397.0,73.0,52950.0,7253.0,8.0,831.0,1965.0
Rajasthan,April,Urban,33194.0,118.0,39.0,7803.0,3708.0,161.0,53.0,254547.0,27607.0,8187.0,122.0,34100.0,5908.0,5.0,1421.0,1447.0
Rajasthan,August,Rural,98157.0,91.0,147.0,3721.0,27977.0,532.0,126.0,2676177.0,79175.0,39911.0,93.0,83323.0,11444.0,14.0,916.0,2225.0
Rajasthan,August,Urban,35681.0,105.0,31.0,11111.0,2943.0,57.0,41.0,273973.0,39439.0,7787.0,164.0,50237.0,7251.0,11.0,1255.0,1407.0
Rajasthan,December,Rural,101260.0,113.0,100.0,3597.0,19295.0,364.0,95.0,2903866.0,69777.0,21648.0,88.0,73463.0,10128.0,8.0,1028.0,1950.0
Rajasthan,December,Urban,34363.0,129.0,16.0,10611.0,1951.0,39.0,94.0,295998.0,31676.0,6527.0,131.0,43105.0,6234.0,6.0,1528.0,1458.0
Rajasthan,February,Rural,128375.0,78.0,113.0,3137.0,21141.0,604.0,106.0,3021905.0,55366.0,21651.0,68.0,58382.0,7460.0,10.0,1076.0,2300.0
Rajasthan,February,Urban,36197.0,129.0,24.0,10865.0,4096.0,19.0,41.0,312672.0,30455.0,7650.0,127.0,39062.0,5710.0,7.0,1888.0,3151.0
Rajasthan,January,Rural,119260.0,124.0,120.0,3629.0,20207.0,418.0,99.0,2958611.0,63489.0,80804.0,87.0,67620.0,8476.0,10.0,1266.0,2598.0
Rajasthan,January,Urban,34211.0,118.0,16.0,10482.0,2093.0,33.0,61.0,299313.0,32083.0,17048.0,148.0,40990.0,5843.0,5.0,1029.0,1217.0
Rajasthan,July,Rural,114503.0,85.0,139.0,3774.0,27272.0,473.0,173.0,2681583.0,73595.0,71240.0,77.0,76893.0,10484.0,22.0,989.0,4132.0
Rajasthan,July,Urban,39668.0,93.0,28.0,11117.0,3163.0,63.0,57.0,283477.0,38534.0,12998.0,146.0,47412.0,7054.0,7.0,1065.0,1471.0
Rajasthan,June,Rural,121851.0,110.0,193.0,3347.0,32281.0,611.0,101.0,2495060.0,64340.0,55283.0,125.0,67022.0,8307.0,11.0,1256.0,2631.0
Rajasthan,June,Urban,32653.0,109.0,43.0,9529.0,3686.0,55.0,58.0,268346.0,33431.0,10374.0,144.0,42936.0,6196.0,5.0,1152.0,2206.0
Rajasthan,March,Rural,90990.0,85.0,142.0,4353.0,19107.0,347.0,81.0,2903460.0,54541.0,62676.0,37.0,64315.0,7768.0,9.0,838.0,1781.0
Rajasthan,March,Urban,32168.0,105.0,18.0,10662.0,2186.0,6.0,38.0,302670.0,37776.0,16250.0,160.0,45227.0,5422.0,5.0,1626.0,1272.0
Rajasthan,May,Rural,114916.0,97.0,160.0,3544.0,33209.0,416.0,115.0,2415255.0,59507.0,46695.0,77.0,62421.0,8581.0,14.0,1050.0,2325.0
Rajasthan,May,Urban,35335.0,101.0,37.0,9067.0,4298.0,186.0,80.0,247970.0,31091.0,9084.0,136.0,40195.0,5993.0,4.0,1409.0,1782.0
Rajasthan,November,Rural,108081.0,176.0,142.0,3707.0,21151.0,523.0,151.0,2903816.0,69841.0,40347.0,87.0,72560.0,9746.0,17.0,991.0,2319.0
Rajasthan,November,Urban,35411.0,105.0,19.0,10936.0,2371.0,75.0,37.0,297612.0,34660.0,8061.0,139.0,44975.0,6617.0,7.0,1185.0,1494.0
Rajasthan,October,Rural,87959.0,114.0,152.0,3458.0,23370.0,588.0,118.0,2764628.0,72829.0,109547.0,70.0,75786.0,11120.0,15.0,923.0,2565.0
Rajasthan,October,Urban,35322.0,108.0,15.0,11265.0,2888.0,111.0,13.0,291566.0,36528.0,20318.0,161.0,47155.0,7240.0,11.0,1329.0,1302.0
Rajasthan,September,Rural,108045.0,97.0,138.0,3509.0,27755.0,574.0,170.0,2798890.0,72265.0,124967.0,84.0,75160.0,10719.0,15.0,1040.0,2065.0
Rajasthan,September,Urban,35190.0,127.0,40.0,10786.0,4109.0,74.0,33.0,278667.0,36144.0,18027.0,179.0,47628.0,7719.0,5.0,1210.0,1143.0
Sikkim,April,Rural,735.0,0.0,8.0,118.0,365.0,0.0,0.0,20978.0,263.0,373.0,0.0,325.0,23.0,0.0,16.0,0.0
Sikkim,April,Urban,97.0,0.0,0.0,93.0,29.0,0.0,0.0,1733.0,100.0,104.0,0.0,193.0,9.0,0.0,7.0,0.0
Sikkim,August,Rural,711.0,8.0,13.0,148.0,346.0,0.0,0.0,22285.0,411.0,3.0,1.0,421.0,31.0,0.0,11.0,8.0
Sikkim,August,Urban,115.0,0.0,0.0,105.0,1.0,0.0,1.0,990.0,79.0,0.0,0.0,186.0,18.0,0.0,13.0,0.0
Sikkim,December,Rural,447.0,0.0,8.0,36.0,211.0,0.0,0.0,18984.0,230.0,473.0,0.0,237.0,7.0,0.0,16.0,0.0
Sikkim,December,Urban,85.0,0.0,0.0,129.0,1.0,0.0,0.0,2176.0,109.0,65.0,0.0,241.0,16.0,0.0,2.0,0.0
Sikkim,February,Rural,637.0,3.0,11.0,110.0,291.0,3.0,0.0,18988.0,325.0,451.0,0.0,350.0,40.0,0.0,21.0,2.0
Sikkim,February,Urban,105.0,0.0,0.0,123.0,7.0,0.0,0.0,2372.0,90.0,83.0,0.0,215.0,18.0,0.0,3.0,1.0
Sikkim,January,Rural,848.0,0.0,10.0,222.0,234.0,0.0,0.0,19718.0,200.0,498.0,0.0,517.0,45.0,0.0,36.0,8.0
Sikkim,January,Urban,88.0,0.0,0.0,158.0,11.0,0.0,0.0,2089.0,108.0,85.0,0.0,269.0,17.0,0.0,0.0,0.0
Sikkim,July,Rural,686.0,1.0,8.0,182.0,402.0,0.0,0.0,21495.0,383.0,203.0,0.0,465.0,45.0,0.0,19.0,0.0
Sikkim,July,Urban,121.0,0.0,0.0,98.0,17.0,0.0,0.0,2324.0,95.0,31.0,0.0,193.0,24.0,1.0,8.0,1.0
Sikkim,June,Rural,783.0,1.0,10.0,127.0,312.0,0.0,1.0,18704.0,275.0,580.0,1.0,360.0,34.0,0.0,22.0,0.0
Sikkim,June,Urban,106.0,0.0,0.0,84.0,17.0,0.0,1.0,1984.0,102.0,109.0,1.0,187.0,9.0,0.0,4.0,0.0
Sikkim,March,Rural,677.0,3.0,6.0,50.0,264.0,8.0,0.0,18886.0,183.0,403.0,0.0,294.0,40.0,0.0,20.0,0.0
Sikkim,March,Urban,91.0,0.0,0.0,148.0,3.0,0.0,2.0,1752.0,90.0,68.0,0.0,239.0,21.0,0.0,4.0,0.0
Sikkim,May,Rural,755.0,2.0,7.0,120.0,323.0,0.0,0.0,20004.0,231.0,531.0,0.0,339.0,25.0,0.0,12.0,4.0
Sikkim,May,Urban,117.0,0.0,0.0,91.0,22.0,0.0,0.0,2150.0,82.0,111.0,0.0,173.0,18.0,0.0,5.0,2.0
Sikkim,November,Rural,737.0,0.0,10.0,144.0,245.0,0.0,3.0,20551.0,348.0,969.0,0.0,397.0,56.0,0.0,15.0,13.0
Sikkim,November,Urban,127.0,0.0,0.0,123.0,4.0,0.0,0.0,1639.0,87.0,220.0,0.0,214.0,18.0,0.0,2.0,0.0
Sikkim,October,Rural,555.0,1.0,9.0,129.0,244.0,0.0,0.0,19878.0,350.0,895.0,0.0,386.0,28.0,0.0,9.0,5.0
Sikkim,October,Urban,81.0,0.0,0.0,119.0,1.0,0.0,0.0,3011.0,124.0,187.0,0.0,245.0,26.0,0.0,0.0,0.0
Sikkim,September,Rural,529.0,3.0,11.0,181.0,257.0,0.0,0.0,21727.0,416.0,2.0,0.0,435.0,33.0,0.0,32.0,12.0
Sikkim,September,Urban,110.0,0.0,0.0,100.0,0.0,0.0,0.0,3056.0,85.0,0.0,0.0,184.0,20.0,0.0,2.0,0.0
Tamil Nadu,April,Rural,64701.0,155.0,614.0,11707.0,50800.0,11.0,13.0,339481.0,27623.0,53609.0,74.0,33489.0,4953.0,5.0,2474.0,1397.0
Tamil Nadu,April,Urban,25534.0,6.0,26.0,22243.0,3140.0,1.0,0.0,166651.0,30945.0,21464.0,2.0,43631.0,4914.0,2.0,825.0,609.0
Tamil Nadu,August,Rural,56303.0,89.0,618.0,12641.0,53068.0,45.0,10.0,256498.0,29732.0,58831.0,81.0,35151.0,5132.0,3.0,2770.0,1491.0
Tamil Nadu,August,Urban,24688.0,7.0,22.0,23921.0,4070.0,13.0,1.0,119678.0,32800.0,23251.0,4.0,46669.0,4850.0,1.0,802.0,579.0
Tamil Nadu,December,Rural,59950.0,71.0,496.0,11520.0,48679.0,143.0,9.0,285695.0,27506.0,53884.0,74.0,32596.0,4916.0,2.0,2429.0,1346.0
Tamil Nadu,December,Urban,27748.0,8.0,10.0,22088.0,2979.0,0.0,8.0,118285.0,32194.0,21677.0,4.0,44959.0,5624.0,2.0,848.0,619.0
Tamil Nadu,February,Rural,62676.0,93.0,496.0,9220.0,49434.0,81.0,24.0,318906.0,19154.0,54173.0,55.0,23391.0,3622.0,0.0,2662.0,1777.0
Tamil Nadu,February,Urban,27772.0,3.0,16.0,19077.0,3398.0,49.0,0.0,118084.0,25874.0,20763.0,5.0,37559.0,4823.0,1.0,1267.0,796.0
Tamil Nadu,January,Rural,64675.0,102.0,559.0,10410.0,48427.0,128.0,6.0,297808.0,23807.0,55997.0,68.0,28276.0,4007.0,4.0,2463.0,1491.0
Tamil Nadu,January,Urban,25537.0,6.0,23.0,20538.0,3267.0,0.0,7.0,119127.0,28520.0,20508.0,8.0,41807.0,3882.0,1.0,933.0,726.0
Tamil Nadu,July,Rural,57937.0,104.0,671.0,11801.0,52646.0,45.0,24.0,599081.0,28992.0,60786.0,74.0,33920.0,4824.0,3.0,2630.0,1553.0
Tamil Nadu,July,Urban,25942.0,3.0,25.0,23331.0,3632.0,19.0,0.0,258971.0,31234.0,23764.0,5.0,45266.0,4913.0,3.0,1334.0,624.0
Tamil Nadu,June,Rural,60650.0,111.0,736.0,12079.0,53328.0,12.0,5.0,448881.0,29482.0,57612.0,73.0,34885.0,5696.0,4.0,2286.0,1536.0
Tamil Nadu,June,Urban,25166.0,8.0,39.0,23513.0,4086.0,31.0,2.0,185725.0,32521.0,22863.0,7.0,46420.0,5910.0,1.0,1227.0,592.0
Tamil Nadu,March,Rural,60398.0,88.0,524.0,10464.0,46919.0,67.0,17.0,333658.0,23590.0,55318.0,68.0,28500.0,4405.0,3.0,2388.0,1636.0
Tamil Nadu,March,Urban,25614.0,5.0,14.0,21936.0,2716.0,2.0,0.0,107590.0,28824.0,19987.0,1.0,42521.0,4519.0,1.0,1030.0,747.0
Tamil Nadu,May,Rural,63661.0,137.0,727.0,13078.0,53975.0,21.0,9.0,356841.0,31964.0,58862.0,88.0,37469.0,5075.0,4.0,2703.0,1304.0
Tamil Nadu,May,Urban,25777.0,8.0,40.0,24772.0,4046.0,0.0,1.0,144980.0,33919.0,23271.0,2.0,48025.0,5319.0,0.0,785.0,573.0
Tamil Nadu,November,Rural,64221.0,110.0,482.0,12440.0,50411.0,283.0,22.0,271005.0,30809.0,54613.0,68.0,36283.0,4906.0,6.0,2263.0,1184.0
Tamil Nadu,November,Urban,26150.0,3.0,14.0,23875.0,3603.0,0.0,10.0,129657.0,35208.0,22866.0,3.0,47297.0,5452.0,4.0,855.0,508.0
Tamil Nadu,October,Rural,60558.0,133.0,560.0,14000.0,53103.0,30.0,12.0,253756.0,33537.0,58332.0,92.0,39640.0,6464.0,2.0,2518.0,1401.0
Tamil Nadu,October,Urban,25518.0,6.0,21.0,26743.0,3522.0,15.0,8.0,115948.0,37453.0,23123.0,5.0,51942.0,5478.0,2.0,832.0,521.0
Tamil Nadu,September,Rural,57456.0,110.0,534.0,12278.0,51968.0,31.0,10.0,235561.0,28446.0,56361.0,67.0,35044.0,5374.0,2.0,2248.0,1277.0
Tamil Nadu,September,Urban,24878.0,4.0,33.0,24287.0,3877.0,0.0,4.0,125877.0,33821.0,22684.0,7.0,47923.0,5406.0,2.0,776.0,479.0
Telangana,April,Rural,43645.0,64.0,221.0,14769.0,2528.0,5.0,28.0,283570.0,28500.0,33882.0,8.0,30905.0,2337.0,1.0,723.0,1042.0
Telangana,April,Urban,23680.0,7.0,7.0,10811.0,1340.0,0.0,7.0,56419.0,15038.0,17468.0,0.0,23104.0,1357.0,1.0,771.0,528.0
Telangana,August,Rural,35163.0,60.0,264.0,13405.0,3759.0,50.0,29.0,292622.0,24535.0,36446.0,11.0,30750.0,2389.0,0.0,1115.0,1498.0
Telangana,August,Urban,22701.0,8.0,5.0,12179.0,2432.0,2.0,1.0,44104.0,14849.0,16676.0,1.0,23371.0,1673.0,0.0,670.0,417.0
Telangana,December,Rural,37302.0,58.0,224.0,14502.0,2127.0,52.0,65.0,305321.0,26027.0,33651.0,3.0,29738.0,1951.0,0.0,1043.0,978.0
Telangana,December,Urban,24101.0,8.0,8.0,12107.0,1205.0,12.0,4.0,55052.0,14514.0,16674.0,1.0,21112.0,1737.0,0.0,722.0,460.0
Telangana,February,Rural,40732.0,40.0,241.0,10998.0,1864.0,6.0,16.0,339776.0,21652.0,37412.0,7.0,24639.0,1534.0,1.0,1112.0,1246.0
Telangana,February,Urban,23883.0,3.0,10.0,10188.0,1444.0,100.0,4.0,56018.0,11966.0,17417.0,2.0,18473.0,1073.0,1.0,529.0,481.0
Telangana,January,Rural,40464.0,47.0,250.0,13495.0,2066.0,20.0,30.0,313670.0,25305.0,36958.0,9.0,27743.0,1981.0,0.0,1075.0,1420.0
Telangana,January,Urban,24702.0,9.0,7.0,11975.0,1138.0,177.0,4.0,48515.0,14467.0,17288.0,0.0,20100.0,1268.0,1.0,475.0,383.0
